x y z
0.0 0.53 2.6 3.12
0.0 0.67 2.57 3.25
0.0 0.82 2.55 3.37
0.0 0.97 2.53 3.5
0.0 1.1 2.5 3.6
0.0 1.2 2.47 3.68
0.0 1.27 2.44 3.72
0.0 1.3 2.4 3.7
0.0 0.2 2.7 2.9
0.0 0.28 2.66 2.94
0.0 0.39 2.63 3.02
0.0 0.53 2.6 3.12
0.0 0.67 2.57 3.25
0.0 0.83 2.55 3.38
0.0 0.97 2.53 3.5
0.0 1.1 2.5 3.6
0.0 1.2 2.47 3.68
0.0 1.27 2.44 3.72
0.0 1.3 2.4 3.7
0.03 0.2 2.7 2.93
0.05 0.28 2.66 2.98
0.06 0.39 2.63 3.08
0.09 0.52 2.6 3.2
0.11 0.66 2.57 3.35
0.14 0.81 2.55 3.5
0.16 0.96 2.53 3.64
0.18 1.09 2.5 3.77
0.2 1.19 2.47 3.86
0.21 1.26 2.44 3.91
0.21 1.28 2.4 3.9
0.06 0.19 2.7 2.95
0.09 0.27 2.66 3.01
0.12 0.37 2.63 3.12
0.17 0.5 2.6 3.26
0.21 0.64 2.57 3.43
0.26 0.78 2.55 3.6
0.31 0.92 2.53 3.76
0.35 1.04 2.5 3.9
0.38 1.14 2.47 4.0
0.41 1.21 2.44 4.06
0.41 1.23 2.4 4.05
0.09 0.18 2.7 2.97
0.13 0.25 2.66 3.04
0.18 0.35 2.63 3.15
0.24 0.47 2.6 3.31
0.31 0.6 2.57 3.48
0.38 0.73 2.55 3.67
0.45 0.86 2.53 3.84
0.51 0.98 2.5 3.99
0.56 1.07 2.47 4.1
0.59 1.13 2.44 4.17
0.6 1.16 2.4 4.16
0.12 0.16 2.7 2.98
0.17 0.23 2.66 3.05
0.23 0.32 2.63 3.17
0.31 0.43 2.6 3.34
0.4 0.55 2.57 3.52
0.49 0.67 2.55 3.71
0.58 0.79 2.53 3.89
0.65 0.89 2.5 4.05
0.72 0.98 2.47 4.16
0.76 1.03 2.44 4.23
0.77 1.05 2.4 4.22
0.14 0.14 2.7 2.98
0.2 0.2 2.66 3.06
0.28 0.28 2.63 3.18
0.37 0.37 2.6 3.34
0.48 0.48 2.57 3.53
0.59 0.59 2.55 3.72
0.69 0.69 2.53 3.91
0.78 0.78 2.5 4.06
0.86 0.86 2.47 4.19
0.9 0.9 2.44 4.25
0.92 0.92 2.4 4.25
0.16 0.12 2.7 2.98
0.23 0.17 2.66 3.05
0.32 0.23 2.63 3.17
0.43 0.31 2.6 3.34
0.55 0.4 2.57 3.52
0.67 0.49 2.55 3.71
0.79 0.58 2.53 3.89
0.89 0.65 2.5 4.05
0.98 0.72 2.47 4.16
1.03 0.76 2.44 4.23
1.05 0.77 2.4 4.22
0.18 0.09 2.7 2.97
0.25 0.13 2.66 3.04
0.35 0.18 2.63 3.15
0.47 0.24 2.6 3.31
0.6 0.31 2.57 3.48
0.73 0.38 2.55 3.67
0.86 0.45 2.53 3.84
0.98 0.51 2.5 3.99
1.07 0.56 2.47 4.1
1.13 0.59 2.44 4.17
1.16 0.6 2.4 4.16
0.19 0.06 2.7 2.95
0.27 0.09 2.66 3.01
0.37 0.12 2.63 3.12
0.5 0.17 2.6 3.26
0.64 0.21 2.57 3.43
0.78 0.26 2.55 3.6
0.92 0.31 2.53 3.76
1.04 0.35 2.5 3.9
1.14 0.38 2.47 4.0
1.21 0.41 2.44 4.06
1.23 0.41 2.4 4.05
0.2 0.03 2.7 2.93
0.28 0.05 2.66 2.98
0.39 0.06 2.63 3.08
0.52 0.09 2.6 3.2
0.66 0.11 2.57 3.35
0.81 0.14 2.55 3.5
0.96 0.16 2.53 3.64
1.09 0.18 2.5 3.77
1.19 0.2 2.47 3.86
1.26 0.21 2.44 3.91
1.28 0.21 2.4 3.9
0.2 0.0 2.7 2.9
0.28 0.0 2.66 2.94
0.39 0.0 2.63 3.02
0.53 0.0 2.6 3.12
0.67 0.0 2.57 3.25
0.82 0.0 2.55 3.37
0.97 0.0 2.53 3.5
1.1 0.0 2.5 3.6
1.2 0.0 2.47 3.68
1.27 0.0 2.44 3.72
1.3 0.0 2.4 3.7
0.0 0.0 0.0 0.0
0.39 0.0 0.0 0.39
0.7 0.0 0.01 0.71
0.95 0.0 0.02 0.97
1.14 0.0 0.03 1.17
1.28 0.0 0.05 1.33
1.38 0.0 0.06 1.45
1.45 0.0 0.08 1.53
1.48 0.0 0.11 1.59
1.5 0.0 0.13 1.62
1.5 0.0 0.15 1.65
0.0 0.0 0.0 0.0
0.38 0.06 0.0 0.45
0.69 0.12 0.01 0.82
0.94 0.16 0.02 1.11
1.13 0.19 0.03 1.35
1.27 0.21 0.05 1.53
1.36 0.23 0.06 1.66
1.43 0.24 0.08 1.75
1.46 0.24 0.11 1.81
1.48 0.25 0.13 1.85
1.48 0.25 0.15 1.88
0.0 0.0 0.0 0.0
0.37 0.12 0.0 0.49
0.67 0.22 0.01 0.9
0.9 0.3 0.02 1.23
1.09 0.36 0.03 1.48
1.22 0.41 0.05 1.68
1.31 0.44 0.06 1.82
1.37 0.46 0.08 1.92
1.41 0.47 0.11 1.98
1.42 0.48 0.13 2.03
1.42 0.48 0.15 2.05
0.0 0.0 0.0 0.0
0.35 0.18 0.0 0.53
0.63 0.33 0.01 0.96
0.85 0.44 0.02 1.31
1.02 0.53 0.03 1.58
1.14 0.59 0.05 1.78
1.23 0.64 0.06 1.93
1.29 0.67 0.08 2.04
1.32 0.69 0.11 2.11
1.33 0.69 0.13 2.15
1.33 0.69 0.15 2.18
0.0 0.0 0.0 0.0
0.31 0.23 0.0 0.55
0.57 0.42 0.01 1.0
0.77 0.57 0.02 1.35
0.93 0.68 0.03 1.64
1.04 0.76 0.05 1.85
1.12 0.82 0.06 2.0
1.17 0.86 0.08 2.11
1.2 0.88 0.11 2.18
1.21 0.89 0.13 2.23
1.21 0.89 0.15 2.25
0.0 0.0 0.0 0.0
0.28 0.28 0.0 0.55
0.5 0.5 0.01 1.01
0.68 0.68 0.02 1.37
0.81 0.81 0.03 1.66
0.91 0.91 0.05 1.87
0.98 0.98 0.06 2.03
1.03 1.03 0.08 2.14
1.05 1.05 0.11 2.21
1.06 1.06 0.13 2.25
1.07 1.07 0.15 2.28
0.0 0.0 0.0 0.0
0.23 0.31 0.0 0.55
0.42 0.57 0.01 1.0
0.57 0.77 0.02 1.35
0.68 0.93 0.03 1.64
0.76 1.04 0.05 1.85
0.82 1.12 0.06 2.0
0.86 1.17 0.08 2.11
0.88 1.2 0.11 2.18
0.89 1.21 0.13 2.23
0.89 1.21 0.15 2.25
0.0 0.0 0.0 0.0
0.18 0.35 0.0 0.53
0.33 0.63 0.01 0.96
0.44 0.85 0.02 1.31
0.53 1.02 0.03 1.58
0.59 1.14 0.05 1.78
0.64 1.23 0.06 1.93
0.67 1.29 0.08 2.04
0.69 1.32 0.11 2.11
0.69 1.33 0.13 2.15
0.69 1.33 0.15 2.18
0.0 0.0 0.0 0.0
0.12 0.37 0.0 0.49
0.22 0.67 0.01 0.9
0.3 0.9 0.02 1.23
0.36 1.09 0.03 1.48
0.41 1.22 0.05 1.68
0.44 1.31 0.06 1.82
0.46 1.37 0.08 1.92
0.47 1.41 0.11 1.98
0.48 1.42 0.13 2.03
0.48 1.42 0.15 2.05
0.0 0.0 0.0 0.0
0.06 0.38 0.0 0.45
0.12 0.69 0.01 0.82
0.16 0.94 0.02 1.11
0.19 1.13 0.03 1.35
0.21 1.27 0.05 1.53
0.23 1.36 0.06 1.66
0.24 1.43 0.08 1.75
0.24 1.46 0.11 1.81
0.25 1.48 0.13 1.85
0.25 1.48 0.15 1.88
0.0 0.0 0.0 0.0
0.0 0.39 0.0 0.39
0.0 0.7 0.01 0.71
0.0 0.95 0.02 0.97
0.0 1.14 0.03 1.17
0.0 1.28 0.05 1.33
0.0 1.38 0.06 1.45
0.0 1.45 0.08 1.53
0.0 1.48 0.11 1.59
0.0 1.5 0.13 1.62
0.0 1.5 0.15 1.65
0.0 0.0 0.0 0.0
0.0 0.39 0.0 0.39
0.0 0.7 0.01 0.71
0.0 0.95 0.02 0.97
0.0 1.14 0.03 1.17
0.0 1.28 0.05 1.33
0.0 1.38 0.06 1.45
0.0 1.45 0.08 1.53
0.0 1.48 0.11 1.59
0.0 1.5 0.13 1.62
0.0 1.5 0.15 1.65
0.0 0.0 0.0 0.0
-0.06 0.38 0.0 0.32
-0.12 0.69 0.01 0.59
-0.16 0.94 0.02 0.8
-0.19 1.13 0.03 0.97
-0.21 1.27 0.05 1.1
-0.23 1.36 0.06 1.2
-0.24 1.43 0.08 1.27
-0.24 1.46 0.11 1.32
-0.25 1.48 0.13 1.36
-0.25 1.48 0.15 1.38
0.0 0.0 0.0 0.0
-0.12 0.37 0.0 0.25
-0.22 0.67 0.01 0.45
-0.3 0.9 0.02 0.62
-0.36 1.09 0.03 0.75
-0.41 1.22 0.05 0.86
-0.44 1.31 0.06 0.94
-0.46 1.37 0.08 1.0
-0.47 1.41 0.11 1.04
-0.48 1.42 0.13 1.07
-0.48 1.42 0.15 1.1
0.0 0.0 0.0 0.0
-0.18 0.35 0.0 0.17
-0.33 0.63 0.01 0.31
-0.44 0.85 0.02 0.42
-0.53 1.02 0.03 0.52
-0.59 1.14 0.05 0.6
-0.64 1.23 0.06 0.65
-0.67 1.29 0.08 0.7
-0.69 1.32 0.11 0.74
-0.69 1.33 0.13 0.77
-0.69 1.33 0.15 0.79
0.0 0.0 0.0 0.0
-0.23 0.31 0.0 0.09
-0.42 0.57 0.01 0.16
-0.57 0.77 0.02 0.22
-0.68 0.93 0.03 0.28
-0.76 1.04 0.05 0.32
-0.82 1.12 0.06 0.36
-0.86 1.17 0.08 0.4
-0.88 1.2 0.11 0.42
-0.89 1.21 0.13 0.45
-0.89 1.21 0.15 0.47
0.0 0.0 0.0 0.0
-0.28 0.28 0.0 0.0
-0.5 0.5 0.01 0.01
-0.68 0.68 0.02 0.02
-0.81 0.81 0.03 0.03
-0.91 0.91 0.05 0.05
-0.98 0.98 0.06 0.06
-1.03 1.03 0.08 0.08
-1.05 1.05 0.11 0.11
-1.06 1.06 0.13 0.13
-1.07 1.07 0.15 0.15
0.0 0.0 0.0 0.0
-0.31 0.23 0.0 -0.08
-0.57 0.42 0.01 -0.14
-0.77 0.57 0.02 -0.19
-0.93 0.68 0.03 -0.22
-1.04 0.76 0.05 -0.23
-1.12 0.82 0.06 -0.23
-1.17 0.86 0.08 -0.23
-1.2 0.88 0.11 -0.21
-1.21 0.89 0.13 -0.19
-1.21 0.89 0.15 -0.17
0.0 0.0 0.0 0.0
-0.35 0.18 0.0 -0.16
-0.63 0.33 0.01 -0.29
-0.85 0.44 0.02 -0.39
-1.02 0.53 0.03 -0.46
-1.14 0.59 0.05 -0.5
-1.23 0.64 0.06 -0.53
-1.29 0.67 0.08 -0.53
-1.32 0.69 0.11 -0.53
-1.33 0.69 0.13 -0.51
-1.33 0.69 0.15 -0.49
0.0 0.0 0.0 0.0
-0.37 0.12 0.0 -0.24
-0.67 0.22 0.01 -0.44
-0.9 0.3 0.02 -0.58
-1.09 0.36 0.03 -0.69
-1.22 0.41 0.05 -0.76
-1.31 0.44 0.06 -0.81
-1.37 0.46 0.08 -0.83
-1.41 0.47 0.11 -0.83
-1.42 0.48 0.13 -0.82
-1.42 0.48 0.15 -0.8
0.0 0.0 0.0 0.0
-0.38 0.06 0.0 -0.32
-0.69 0.12 0.01 -0.57
-0.94 0.16 0.02 -0.77
-1.13 0.19 0.03 -0.91
-1.27 0.21 0.05 -1.01
-1.36 0.23 0.06 -1.07
-1.43 0.24 0.08 -1.11
-1.46 0.24 0.11 -1.11
-1.48 0.25 0.13 -1.1
-1.48 0.25 0.15 -1.08
0.0 0.0 0.0 0.0
-0.39 0.0 0.0 -0.39
-0.7 0.0 0.01 -0.69
-0.95 0.0 0.02 -0.93
-1.14 0.0 0.03 -1.11
-1.28 0.0 0.05 -1.24
-1.38 0.0 0.06 -1.32
-1.45 0.0 0.08 -1.36
-1.48 0.0 0.11 -1.38
-1.5 0.0 0.13 -1.37
-1.5 0.0 0.15 -1.35
0.0 0.0 0.0 0.0
-0.39 0.0 0.0 -0.39
-0.7 0.0 0.01 -0.69
-0.95 0.0 0.02 -0.93
-1.14 0.0 0.03 -1.11
-1.28 0.0 0.05 -1.24
-1.38 0.0 0.06 -1.32
-1.45 0.0 0.08 -1.36
-1.48 0.0 0.11 -1.38
-1.5 0.0 0.13 -1.37
-1.5 0.0 0.15 -1.35
0.0 0.0 0.0 0.0
-0.38 -0.06 0.0 -0.44
-0.69 -0.12 0.01 -0.8
-0.94 -0.16 0.02 -1.08
-1.13 -0.19 0.03 -1.29
-1.27 -0.21 0.05 -1.43
-1.36 -0.23 0.06 -1.53
-1.43 -0.24 0.08 -1.58
-1.46 -0.24 0.11 -1.6
-1.48 -0.25 0.13 -1.6
-1.48 -0.25 0.15 -1.58
0.0 0.0 0.0 0.0
-0.37 -0.12 0.0 -0.49
-0.67 -0.22 0.01 -0.88
-0.9 -0.3 0.02 -1.19
-1.09 -0.36 0.03 -1.42
-1.22 -0.41 0.05 -1.58
-1.31 -0.44 0.06 -1.69
-1.37 -0.46 0.08 -1.75
-1.41 -0.47 0.11 -1.77
-1.42 -0.48 0.13 -1.77
-1.42 -0.48 0.15 -1.75
0.0 0.0 0.0 0.0
-0.35 -0.18 0.0 -0.52
-0.63 -0.33 0.01 -0.94
-0.85 -0.44 0.02 -1.27
-1.02 -0.53 0.03 -1.52
-1.14 -0.59 0.05 -1.69
-1.23 -0.64 0.06 -1.81
-1.29 -0.67 0.08 -1.87
-1.32 -0.69 0.11 -1.9
-1.33 -0.69 0.13 -1.9
-1.33 -0.69 0.15 -1.88
0.0 0.0 0.0 0.0
-0.31 -0.23 0.0 -0.54
-0.57 -0.42 0.01 -0.98
-0.77 -0.57 0.02 -1.32
-0.93 -0.68 0.03 -1.57
-1.04 -0.76 0.05 -1.76
-1.12 -0.82 0.06 -1.87
-1.17 -0.86 0.08 -1.94
-1.2 -0.88 0.11 -1.97
-1.21 -0.89 0.13 -1.97
-1.21 -0.89 0.15 -1.95
0.0 0.0 0.0 0.0
-0.28 -0.28 0.0 -0.55
-0.5 -0.5 0.01 -0.99
-0.68 -0.68 0.02 -1.33
-0.81 -0.81 0.03 -1.59
-0.91 -0.91 0.05 -1.78
-0.98 -0.98 0.06 -1.9
-1.03 -1.03 0.08 -1.97
-1.05 -1.05 0.11 -2.0
-1.06 -1.06 0.13 -2.0
-1.07 -1.07 0.15 -1.98
0.0 0.0 0.0 0.0
-0.23 -0.31 0.0 -0.54
-0.42 -0.57 0.01 -0.98
-0.57 -0.77 0.02 -1.32
-0.68 -0.93 0.03 -1.57
-0.76 -1.04 0.05 -1.76
-0.82 -1.12 0.06 -1.87
-0.86 -1.17 0.08 -1.94
-0.88 -1.2 0.11 -1.97
-0.89 -1.21 0.13 -1.97
-0.89 -1.21 0.15 -1.95
0.0 0.0 0.0 0.0
-0.18 -0.35 0.0 -0.52
-0.33 -0.63 0.01 -0.94
-0.44 -0.85 0.02 -1.27
-0.53 -1.02 0.03 -1.52
-0.59 -1.14 0.05 -1.69
-0.64 -1.23 0.06 -1.81
-0.67 -1.29 0.08 -1.87
-0.69 -1.32 0.11 -1.9
-0.69 -1.33 0.13 -1.9
-0.69 -1.33 0.15 -1.88
0.0 0.0 0.0 0.0
-0.12 -0.37 0.0 -0.49
-0.22 -0.67 0.01 -0.88
-0.3 -0.9 0.02 -1.19
-0.36 -1.09 0.03 -1.42
-0.41 -1.22 0.05 -1.58
-0.44 -1.31 0.06 -1.69
-0.46 -1.37 0.08 -1.75
-0.47 -1.41 0.11 -1.77
-0.48 -1.42 0.13 -1.77
-0.48 -1.42 0.15 -1.75
0.0 0.0 0.0 0.0
-0.06 -0.38 0.0 -0.44
-0.12 -0.69 0.01 -0.8
-0.16 -0.94 0.02 -1.08
-0.19 -1.13 0.03 -1.29
-0.21 -1.27 0.05 -1.43
-0.23 -1.36 0.06 -1.53
-0.24 -1.43 0.08 -1.58
-0.24 -1.46 0.11 -1.6
-0.25 -1.48 0.13 -1.6
-0.25 -1.48 0.15 -1.58
0.0 0.0 0.0 0.0
0.0 -0.39 0.0 -0.39
0.0 -0.7 0.01 -0.69
0.0 -0.95 0.02 -0.93
0.0 -1.14 0.03 -1.11
0.0 -1.28 0.05 -1.24
0.0 -1.38 0.06 -1.32
0.0 -1.45 0.08 -1.36
0.0 -1.48 0.11 -1.38
0.0 -1.5 0.13 -1.37
0.0 -1.5 0.15 -1.35
0.0 0.0 0.0 0.0
0.0 -0.39 0.0 -0.39
0.0 -0.7 0.01 -0.69
0.0 -0.95 0.02 -0.93
0.0 -1.14 0.03 -1.11
0.0 -1.28 0.05 -1.24
0.0 -1.38 0.06 -1.32
0.0 -1.45 0.08 -1.36
0.0 -1.48 0.11 -1.38
0.0 -1.5 0.13 -1.37
0.0 -1.5 0.15 -1.35
0.0 0.0 0.0 0.0
0.06 -0.38 0.0 -0.32
0.12 -0.69 0.01 -0.57
0.16 -0.94 0.02 -0.77
0.19 -1.13 0.03 -0.91
0.21 -1.27 0.05 -1.01
0.23 -1.36 0.06 -1.07
0.24 -1.43 0.08 -1.11
0.24 -1.46 0.11 -1.11
0.25 -1.48 0.13 -1.1
0.25 -1.48 0.15 -1.08
0.0 0.0 0.0 0.0
0.12 -0.37 0.0 -0.24
0.22 -0.67 0.01 -0.44
0.3 -0.9 0.02 -0.58
0.36 -1.09 0.03 -0.69
0.41 -1.22 0.05 -0.76
0.44 -1.31 0.06 -0.81
0.46 -1.37 0.08 -0.83
0.47 -1.41 0.11 -0.83
0.48 -1.42 0.13 -0.82
0.48 -1.42 0.15 -0.8
0.0 0.0 0.0 0.0
0.18 -0.35 0.0 -0.16
0.33 -0.63 0.01 -0.29
0.44 -0.85 0.02 -0.39
0.53 -1.02 0.03 -0.46
0.59 -1.14 0.05 -0.5
0.64 -1.23 0.06 -0.53
0.67 -1.29 0.08 -0.53
0.69 -1.32 0.11 -0.53
0.69 -1.33 0.13 -0.51
0.69 -1.33 0.15 -0.49
0.0 0.0 0.0 0.0
0.23 -0.31 0.0 -0.08
0.42 -0.57 0.01 -0.14
0.57 -0.77 0.02 -0.19
0.68 -0.93 0.03 -0.22
0.76 -1.04 0.05 -0.23
0.82 -1.12 0.06 -0.23
0.86 -1.17 0.08 -0.23
0.88 -1.2 0.11 -0.21
0.89 -1.21 0.13 -0.19
0.89 -1.21 0.15 -0.17
0.0 0.0 0.0 0.0
0.28 -0.28 0.0 0.0
0.5 -0.5 0.01 0.01
0.68 -0.68 0.02 0.02
0.81 -0.81 0.03 0.03
0.91 -0.91 0.05 0.05
0.98 -0.98 0.06 0.06
1.03 -1.03 0.08 0.08
1.05 -1.05 0.11 0.11
1.06 -1.06 0.13 0.13
1.07 -1.07 0.15 0.15
0.0 0.0 0.0 0.0
0.31 -0.23 0.0 0.09
0.57 -0.42 0.01 0.16
0.77 -0.57 0.02 0.22
0.93 -0.68 0.03 0.28
1.04 -0.76 0.05 0.32
1.12 -0.82 0.06 0.36
1.17 -0.86 0.08 0.4
1.2 -0.88 0.11 0.42
1.21 -0.89 0.13 0.45
1.21 -0.89 0.15 0.47
0.0 0.0 0.0 0.0
0.35 -0.18 0.0 0.17
0.63 -0.33 0.01 0.31
0.85 -0.44 0.02 0.42
1.02 -0.53 0.03 0.52
1.14 -0.59 0.05 0.6
1.23 -0.64 0.06 0.65
1.29 -0.67 0.08 0.7
1.32 -0.69 0.11 0.74
1.33 -0.69 0.13 0.77
1.33 -0.69 0.15 0.79
0.0 0.0 0.0 0.0
0.37 -0.12 0.0 0.25
0.67 -0.22 0.01 0.45
0.9 -0.3 0.02 0.62
1.09 -0.36 0.03 0.75
1.22 -0.41 0.05 0.86
1.31 -0.44 0.06 0.94
1.37 -0.46 0.08 1.0
1.41 -0.47 0.11 1.04
1.42 -0.48 0.13 1.07
1.42 -0.48 0.15 1.1
0.0 0.0 0.0 0.0
0.38 -0.06 0.0 0.32
0.69 -0.12 0.01 0.59
0.94 -0.16 0.02 0.8
1.13 -0.19 0.03 0.97
1.27 -0.21 0.05 1.1
1.36 -0.23 0.06 1.2
1.43 -0.24 0.08 1.27
1.46 -0.24 0.11 1.32
1.48 -0.25 0.13 1.36
1.48 -0.25 0.15 1.38
0.0 0.0 0.0 0.0
0.39 0.0 0.0 0.39
0.7 0.0 0.01 0.71
0.95 0.0 0.02 0.97
1.14 0.0 0.03 1.17
1.28 0.0 0.05 1.33
1.38 0.0 0.06 1.45
1.45 0.0 0.08 1.53
1.48 0.0 0.11 1.59
1.5 0.0 0.13 1.62
1.5 0.0 0.15 1.65
